beds,baths,size_m2,rent_thb,built_year,subdistrict,district,province
1,1.0,28.0,18000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,30.19,15000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,23.0,15000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,27.0,13500,,Suan Luang,Suan Luang,Bangkok
1,1.0,29.0,22000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,47.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,37.0,23000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,25000,,Maha Phruettharam,Bang Rak,Bangkok
,1.0,26.4,20000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,47.0,43000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,38.0,38000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,26.0,15000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,24.0,18000,,Lumphini,Pathum Wan,Bangkok
1,1.0,48.0,22000,,Khlong San,Khlong San,Bangkok
1,2.0,164.0,60000,,Thung Wat Don,Sathon,Bangkok
1,1.0,42.0,46000,,Din Daeng,Din Daeng,Bangkok
1,1.0,30.0,26000,,Makkasan,Ratchathewi,Bangkok
1,1.0,31.0,22000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,34.5,24000,,Si Phraya,Bang Rak,Bangkok
1,1.0,54.0,27000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,46.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,51.0,65000,,Lumphini,Pathum Wan,Bangkok
1,1.0,52.0,20000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,22000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,30.0,22000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,48.0,26000,,Khlong San,Khlong San,Bangkok
1,1.0,45.0,32000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,34.0,25000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,49.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,47.0,42000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,30.0,16500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,27.0,23000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,75.0,30000,,Khlong Toei,Khlong Toei,Bangkok
,1.0,34.0,23000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,56.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,57.0,38000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,24000,,Thung Mahamek,Sathon,Bangkok
1,1.0,43.0,22000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.2,38000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,62.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,45.0,27000,,Makkasan,Ratchathewi,Bangkok
2,1.0,41.0,32000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,50.0,25000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,28.0,17000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,92.0,40000,,Lumphini,Pathum Wan,Bangkok
1,1.0,55.0,25000,,Thanon Phet Buri,Ratchathewi,Bangkok
,1.0,25.0,24000,,Thanon Phaya Thai,Ratchathewi,Bangkok
,1.0,29.0,24000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,50.0,26000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,65000,,Thung Mahamek,Sathon,Bangkok
1,1.0,33.5,12500,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,27.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,50.97,27000,,Lumphini,Pathum Wan,Bangkok
1,1.0,64.0,30000,,Thung Mahamek,Sathon,Bangkok
1,1.0,35.0,17000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,24000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.53,13000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,35000,,Suriyawong,Bang Rak,Bangkok
1,1.0,32.0,20000,,Thung Mahamek,Sathon,Bangkok
1,1.0,27.0,23000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,46.0,42000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,42.0,30000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,29000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,33.0,18000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,26.54,25000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,52.13,45000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,29.0,15000,,Din Daeng,Din Daeng,Bangkok
2,1.0,46.5,35000,,Si Phraya,Bang Rak,Bangkok
,1.0,29.0,23000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,24.5,21000,,Si Phraya,Bang Rak,Bangkok
1,1.0,53.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.0,28500,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,35.0,24000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,48.0,35000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.0,16000,,Sam Sen Nok,Huai Khwang,Bangkok
1,1.0,38.0,26000,,Si Lom,Bang Rak,Bangkok
1,1.0,65.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,34.27,25000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,61.95,24000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,35.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,36.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,40.0,35000,,Makkasan,Ratchathewi,Bangkok
,1.0,26.0,20000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,38.2,20000,,Thung Wat Don,Sathon,Bangkok
1,1.0,36.46,45000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,46.0,30000,,Si Lom,Bang Rak,Bangkok
2,1.0,42.0,32000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,45.0,23000,,Thung Wat Don,Sathon,Bangkok
1,1.0,40.0,22000,,Si Lom,Bang Rak,Bangkok
1,1.0,55.0,20000,,Yan Nawa,Sathon,Bangkok
1,1.0,40.0,26000,,Khlong Toei,Khlong Toei,Bangkok
,1.0,26.0,19500,,Makkasan,Ratchathewi,Bangkok
1,1.0,58.69,52000,,Lumphini,Pathum Wan,Bangkok
1,1.0,48.0,50000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,68.0,42000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,21000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,48.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,40.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,27.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,80.0,37000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,33.0,18000,,Makkasan,Ratchathewi,Bangkok
1,1.0,37.0,24500,,Hua Mak,Bang Kapi,Bangkok
1,1.0,34.0,24000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,29.0,23000,,Si Phraya,Bang Rak,Bangkok
2,1.0,67.0,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,26000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,26000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,34.34,22000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,34.0,28000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,55.0,30000,,Chantharakasem,Chatuchak,Bangkok
1,1.0,35.0,30000,,Si Phraya,Bang Rak,Bangkok
1,1.0,37.0,30000,,Si Phraya,Bang Rak,Bangkok
1,1.0,34.0,22000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,42.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,44.0,24000,,Thung Phaya Thai,Ratchathewi,Bangkok
,1.0,29.0,23000,,Lumphini,Pathum Wan,Bangkok
2,1.0,72.0,55000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,48.5,35000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,49.5,22000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,52.0,23000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,38.0,26500,,Si Lom,Bang Rak,Bangkok
2,1.0,55.0,46000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,47.41,25000,,Suan Luang,Suan Luang,Bangkok
1,2.0,46.0,26000,,Bang Kapi,Huai Khwang,Bangkok
2,1.0,50.0,65000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,42.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.0,35000,,Thung Mahamek,Sathon,Bangkok
1,1.0,48.0,25000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,30.0,19000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,50.63,15000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,78.0,23000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,42.0,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,42.0,23000,,Thanon Phaya Thai,Ratchathewi,Bangkok
,1.0,27.0,17500,,Makkasan,Ratchathewi,Bangkok
1,1.0,50.0,45000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,61.28,31000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,27.0,18000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,35.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,36.5,25000,,Wat Phraya Krai,Bang Kho Laem,Bangkok
1,1.0,36.0,20000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,42.45,45000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,56.71,55000,,Si Lom,Bang Rak,Bangkok
,1.0,40.0,20000,,Suriyawong,Bang Rak,Bangkok
1,1.0,51.0,33000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,34.51,19000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.5,26000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,54.0,55000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,40.0,44000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,41.0,60000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,78.6,85000,,Khlong San,Khlong San,Bangkok
1,1.0,56.0,52000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,34.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,38.0,27000,,Bang Kapi,Huai Khwang,Bangkok
,1.0,28.0,19800,,Lumphini,Pathum Wan,Bangkok
1,1.0,36.0,18000,,Din Daeng,Din Daeng,Bangkok
1,1.0,37.43,25000,,Bang Kapi,Huai Khwang,Bangkok
2,1.0,47.3,45000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,29.0,25000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,37.05,32000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,45.0,25000,,Suan Luang,Suan Luang,Bangkok
1,1.0,34.0,23000,,Makkasan,Ratchathewi,Bangkok
1,1.0,30.0,24000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,25000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,33.0,25000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,47.61,38000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,21.96,8000,,Bang Chak,Phra Khanong,Bangkok
,1.0,27.0,23000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,83.0,44000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,75.0,26000,,Khlong Ton Sai,Khlong San,Bangkok
2,1.0,47.0,22000,,Bang Na,Bang Na,Bangkok
1,1.0,46.0,20000,,Yan Nawa,Sathon,Bangkok
1,1.0,34.85,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,29.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,23.0,14000,,Anusawari,Bang Khen,Bangkok
1,1.0,44.0,30000,,Wat Phraya Krai,Bang Kho Laem,Bangkok
1,1.0,34.0,22000,,Khlong Toei,Khlong Toei,Bangkok
,1.0,34.5,30000,,Si Phraya,Bang Rak,Bangkok
,1.0,33.0,28500,,Si Phraya,Bang Rak,Bangkok
1,1.0,60.0,32000,,Si Phraya,Bang Rak,Bangkok
1,1.0,31.0,25000,,Din Daeng,Din Daeng,Bangkok
2,1.0,77.4,45000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,46.0,23000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,30.0,18000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,30.12,25000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,27.0,25000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,65.0,18000,,Bang Na,Bang Na,Bangkok
2,1.0,62.0,29000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,36.0,23000,,Makkasan,Ratchathewi,Bangkok
1,1.0,33.0,26000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,38.0,20000,,Wang Mai,Pathum Wan,Bangkok
1,1.0,43.55,29000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.8,70000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,61.0,60000,,Khlong Ton Sai,Khlong San,Bangkok
1,2.0,70.0,30000,,Yan Nawa,Sathon,Bangkok
1,1.0,28.0,8000,,Bang Chak,Phra Khanong,Bangkok
,1.0,26.0,16500,,Makkasan,Ratchathewi,Bangkok
2,1.0,53.6,40000,,Suan Luang,Suan Luang,Bangkok
,1.0,33.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,31.0,19500,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,28.0,22000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,58.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,57.57,67500,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,42.0,29000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,29.0,24500,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,34.5,25000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,58.69,55000,,Lumphini,Pathum Wan,Bangkok
2,1.0,60.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,55.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.16,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.69,29000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,30.5,18000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,49.5,32000,,Suan Luang,Suan Luang,Bangkok
1,1.0,31.0,17000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,34000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,27000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,24000,,Thung Wat Don,Sathon,Bangkok
,1.0,35.0,16000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,33.0,10000,,Suan Luang,Suan Luang,Bangkok
1,1.0,39.0,22000,,Chong Nonsi,Yan Nawa,Bangkok
2,1.0,46.0,24000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,18000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,34.0,22000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,47.0,25000,,Thung Mahamek,Sathon,Bangkok
,1.0,27.0,19000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,55.0,65000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,26.0,16000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,47.0,26000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,41.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,29.5,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,31000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,40.0,33000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,26.65,20000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,51.0,22000,,Bang Phongphang,Yan Nawa,Bangkok
1,1.0,44.0,23000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,28.0,21000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,43.25,50000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.0,26000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,56.0,30000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,70.0,33000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.97,20000,,Sam Sen Nai,Phaya Thai,Bangkok
,1.0,28.0,20000,,Lumphini,Pathum Wan,Bangkok
1,1.0,36.11,18000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,56.5,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.4,33000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,33.0,18000,,Bang Chak,Phra Khanong,Bangkok
1,2.0,54.0,30000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,20000,,Chomphon,Chatuchak,Bangkok
1,1.0,44.79,42000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,32000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,60.0,55000,,Bang Na,Bang Na,Bangkok
1,1.0,52.0,37000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,33.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,31.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,66.0,32000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,34.0,15500,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,35.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,17000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,26.0,17000,,Thung Mahamek,Sathon,Bangkok
1,1.0,49.0,24000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,30.0,22000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.0,20000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,46.0,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,53.0,51000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,53.0,25000,,Bang Kapi,Huai Khwang,Bangkok
5,1.0,191.0,85000,,Si Lom,Bang Rak,Bangkok
1,1.0,27.27,18000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,22000,,Thung Mahamek,Sathon,Bangkok
1,1.0,36.0,21000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,54.0,65000,,Lumphini,Pathum Wan,Bangkok
2,1.0,70.0,23000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,22000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,29.4,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,54.0,40000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,36.0,32000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,32.0,30000,,Si Phraya,Bang Rak,Bangkok
,1.0,25.0,19000,,Maha Phruettharam,Bang Rak,Bangkok
1,2.0,80.0,39000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,32.0,27000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,41.0,40000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,28.0,25000,,Lumphini,Pathum Wan,Bangkok
1,1.0,46.0,26000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,38.0,27000,,Thung Wat Don,Sathon,Bangkok
2,1.0,53.0,38000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.35,50000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,72.0,68000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,32.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,27.0,19000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,38.0,18000,,Suan Luang,Suan Luang,Bangkok
1,1.0,45.0,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,67.2,22000,,Khlong San,Khlong San,Bangkok
1,1.0,33.0,19000,,Thung Mahamek,Sathon,Bangkok
1,1.0,38.0,24000,,Thung Mahamek,Sathon,Bangkok
1,1.0,36.0,13000,,Thanon Phaya Thai,Ratchathewi,Bangkok
2,1.0,75.0,22000,,Bang Na,Bang Na,Bangkok
1,1.0,47.0,42000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,48.0,25000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,60.0,62000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,50.0,26000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,29.08,15000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,42.5,36000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,32.15,16000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,30.25,17000,,Suan Luang,Suan Luang,Bangkok
1,1.0,41.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,33.0,22000,,Si Lom,Bang Rak,Bangkok
1,1.0,51.8,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,34.0,28000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,35.0,25000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,42.0,32000,,Lumphini,Pathum Wan,Bangkok
1,1.0,26.0,18000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,34.0,18000,,Thung Wat Don,Sathon,Bangkok
1,1.0,29.09,24000,,Makkasan,Ratchathewi,Bangkok
1,2.0,99.0,45000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,12000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,67.5,78000,,Si Lom,Bang Rak,Bangkok
,1.0,26.7,22500,,Studio Khlong Toei,Khlong Toei,Bangkok
1,1.0,36.0,25000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,18000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,59.0,22000,,Bang Yi Ruea,Thon Buri,Bangkok
1,1.0,33.0,23000,,Makkasan,Ratchathewi,Bangkok
1,1.0,85.0,55000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,57.7,67000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,47.0,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,47.0,33000,,Si Lom,Bang Rak,Bangkok
1,1.0,47.7,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,34.48,25000,,Si Phraya,Bang Rak,Bangkok
1,1.0,78.0,28000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,58.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,28.0,17000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.31,23000,,Thung Mahamek,Sathon,Bangkok
1,1.0,30.0,33000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,47.0,19000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,44.0,32000,,Thung Mahamek,Sathon,Bangkok
1,1.0,28.0,19999,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,60.0,35000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,56.0,70000,,Lumphini,Pathum Wan,Bangkok
,1.0,26.0,21500,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,106.0,140000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.0,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,36.0,33000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,30.0,18500,,Makkasan,Ratchathewi,Bangkok
1,1.0,30.0,18000,,Makkasan,Ratchathewi,Bangkok
1,1.0,29.0,14000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,14500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,31.0,12000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,35.0,21000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.5,50000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,46.0,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,36.5,18000,,Bang Na,Bang Na,Bangkok
1,1.0,54.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,42.0,22000,,Thung Mahamek,Sathon,Bangkok
1,1.0,38.9,32000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,50.0,27000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,48.0,26000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,38.0,22000,,Thung Wat Don,Sathon,Bangkok
1,1.0,61.0,65000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,53.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,32.0,18000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,30000,,Wang Mai,Pathum Wan,Bangkok
1,1.0,40.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,43.85,48000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.5,28000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,53.0,55000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,30.0,27000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,39.0,21000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,50.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,15000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,84.0,190000,,Lumphini,Pathum Wan,Bangkok
,1.0,21.3,16000,,Thung Phaya Thai,Ratchathewi,Bangkok
1,1.0,40.0,25000,,Thung Mahamek,Sathon,Bangkok
1,1.0,34.0,18000,,Din Daeng,Din Daeng,Bangkok
1,1.0,45.0,29000,,Chong Nonsi,Yan Nawa,Bangkok
1,2.0,60.0,45000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,27.0,23000,,Studio Khlong Toei,Khlong Toei,Bangkok
1,1.0,39.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,75.0,36000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,49.0,33000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,37.0,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,42.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,42.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,39.0,20000,,Thung Mahamek,Sathon,Bangkok
1,1.0,35.0,27000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,20000,,Thung Wat Don,Sathon,Bangkok
1,1.0,35.0,16000,,Phra Khanong,Khlong Toei,Bangkok
